id,full_name,age,gender,device_type,ad_position,browsing_history,time_of_day,click
8530,User8530,52.0,Female,Mobile,Top,Social Media,Afternoon,1
6288,User6288,61.0,Non-Binary,Tablet,Bottom,News,Afternoon,1
7138,User7138,26.0,Male,Tablet,,Social Media,Night,1
1367,User1367,29.0,Male,Mobile,,,Unknown,0
5756,User5756,51.0,Non-Binary,Tablet,Top,Shopping,Afternoon,1
2109,User2109,58.0,Non-Binary,Desktop,Top,,Afternoon,0
9064,User9064,41.0,Female,Mobile,,Entertainment,Night,1
6051,User6051,18.0,Female,Tablet,Side,News,Morning,0
4230,User4230,35.0,Female,Tablet,Top,Education,Evening,1
3330,User3330,49.0,Male,Desktop,,News,Afternoon,1
234,User234,19.0,Female,Tablet,Bottom,Social Media,Morning,1
3037,User3037,36.0,Male,Mobile,Side,Shopping,Morning,1
3323,User3323,48.0,Female,Tablet,Side,,Unknown,1
9975,User9975,37.0,Male,Mobile,,,Morning,0
8147,User8147,32.0,Female,Desktop,Top,,Night,1
5194,User5194,53.0,Male,Mobile,Top,News,Afternoon,1
3345,User3345,39.0,Male,Desktop,Side,Social Media,Night,1
7700,User7700,45.0,Male,Tablet,Bottom,Education,Unknown,0
375,User375,26.0,Non-Binary,Mobile,Top,Social Media,Evening,1
7218,User7218,59.0,Non-Binary,Mobile,Top,,Night,0
1524,User1524,24.0,Male,Mobile,Bottom,,Night,1
5512,User5512,45.0,Non-Binary,Desktop,Side,,Evening,0
1908,User1908,26.0,Male,Mobile,,Education,Evening,1
2142,User2142,34.0,Non-Binary,Desktop,Top,Shopping,Afternoon,1
3037,User3037,36.0,Male,Mobile,Side,Shopping,Morning,1
1456,User1456,46.0,Female,Desktop,,,Afternoon,0
482,User482,39.0,Female,Desktop,Bottom,Shopping,Unknown,0
2867,User2867,59.0,Female,Tablet,Top,,Unknown,0
9064,User9064,41.0,Female,Mobile,Top,Entertainment,Night,1
5627,User5627,22.0,Male,Mobile,Bottom,Social Media,Morning,0
1533,User1533,37.0,Male,Mobile,Top,,Afternoon,0
3312,User3312,35.0,Male,Mobile,Bottom,,Evening,0
5005,User5005,49.0,Male,Desktop,Top,,Morning,1
2542,User2542,58.0,Non-Binary,Mobile,Side,Entertainment,Evening,1
1422,User1422,59.0,Female,Mobile,Side,Social Media,Night,0
7714,User7714,55.0,Male,Mobile,,,Unknown,0
7527,User7527,39.0,Female,Desktop,Top,Social Media,Unknown,0
4529,User4529,55.0,Female,Tablet,Side,News,Afternoon,0
3998,User3998,25.0,Female,Mobile,Top,,Unknown,0
3044,User3044,34.0,Male,Desktop,Top,,Unknown,1
6811,User6811,24.0,Male,Mobile,,Education,Evening,1
1503,User1503,19.0,Female,Tablet,Side,,Afternoon,1
7485,User7485,35.0,Female,Tablet,,,Evening,0
6287,User6287,40.0,Female,Tablet,Bottom,,Unknown,1
8253,User8253,57.0,Non-Binary,Desktop,Bottom,Entertainment,Unknown,1
3323,User3323,48.0,Female,Tablet,,,Afternoon,1
7138,User7138,26.0,Male,Tablet,,Social Media,Night,1
1890,User1890,42.0,Non-Binary,Mobile,Top,Entertainment,Unknown,0
6129,User6129,36.0,Male,Tablet,Bottom,Shopping,Evening,1
6854,User6854,32.0,Male,Mobile,Bottom,,Night,1
9418,User9418,20.0,Male,Tablet,Side,News,Night,1
1141,User1141,37.0,Male,Desktop,Bottom,,Afternoon,1
5648,User5648,39.0,Male,Desktop,Top,Social Media,Night,0
2142,User2142,34.0,Non-Binary,Desktop,Top,Shopping,Afternoon,1
2023,User2023,19.0,Non-Binary,Desktop,Top,,Unknown,1
150,User150,47.0,Non-Binary,Tablet,Bottom,Social Media,Evening,0
3956,User3956,26.0,Non-Binary,Mobile,Bottom,,Night,0
5420,User5420,39.0,Male,Mobile,Bottom,Education,Morning,1
1370,User1370,52.0,Female,Desktop,Bottom,,Night,1
1721,User1721,34.0,Non-Binary,Mobile,,Social Media,Afternoon,1
3623,User3623,49.0,Male,Tablet,,,Night,0
7306,User7306,44.0,Male,Tablet,Side,,Unknown,0
5501,User5501,28.0,Non-Binary,Mobile,Bottom,Social Media,Evening,1
4348,User4348,62.0,Female,Desktop,,,Afternoon,1
4517,User4517,35.0,Female,Desktop,Side,Shopping,Evening,0
7941,User7941,41.0,Female,Desktop,,,Unknown,1
7980,User7980,32.0,Female,Mobile,Bottom,Shopping,Evening,0
6548,User6548,51.0,Female,Desktop,Bottom,,Evening,0
301,User301,59.0,Male,Tablet,Side,Social Media,Evening,1
6573,User6573,55.0,Non-Binary,Desktop,Side,,Evening,1
6854,User6854,32.0,Male,Mobile,Bottom,,Night,1
3299,User3299,44.0,Non-Binary,Tablet,Side,News,Evening,1
8925,User8925,41.0,Non-Binary,Tablet,Top,,Unknown,0
4756,User4756,59.0,Non-Binary,Mobile,Bottom,Education,Evening,1
5980,User5980,40.0,Female,Desktop,Side,,Morning,1
9255,User9255,37.0,Non-Binary,Tablet,Top,,Morning,0
5467,User5467,25.0,Female,Mobile,Top,Social Media,Evening,0
3846,User3846,38.0,Non-Binary,Tablet,Bottom,Entertainment,Night,1
6611,User6611,64.0,Female,Mobile,Bottom,,Unknown,0
9651,User9651,33.0,Non-Binary,Tablet,Top,Entertainment,Evening,0
6237,User6237,32.0,Non-Binary,Mobile,Top,News,Morning,1
6959,User6959,39.0,Male,Desktop,Top,,Evening,1
787,User787,28.0,Male,Tablet,Bottom,,Afternoon,0
3248,User3248,45.0,Male,Desktop,Side,,Afternoon,0
9234,User9234,20.0,Male,Desktop,Bottom,,Morning,1
9483,User9483,63.0,Female,Desktop,Side,Shopping,Evening,0
5756,User5756,51.0,Non-Binary,Tablet,Top,Shopping,Afternoon,1
5270,User5270,62.0,Female,Mobile,,,Afternoon,0
4607,User4607,49.0,Female,Tablet,,,Night,0
2727,User2727,34.0,Non-Binary,Mobile,Bottom,,Afternoon,1
4230,User4230,35.0,Female,Tablet,Top,Education,Evening,1
5358,User5358,20.0,Male,Tablet,,,Morning,0
3345,User3345,39.0,Male,Desktop,Side,,Night,1
7927,User7927,34.0,Female,Tablet,,Shopping,Unknown,0
4631,User4631,39.0,Male,Mobile,Side,Entertainment,Night,0
7019,User7019,56.0,Female,Mobile,Bottom,Social Media,Afternoon,0
4074,User4074,37.0,Male,Mobile,Side,News,Unknown,0
9220,User9220,21.0,Female,Mobile,Side,Social Media,Night,1
6311,User6311,28.0,Female,Mobile,Top,Education,Evening,0
6161,User6161,61.0,Female,Tablet,,,Unknown,1
5346,User5346,30.0,Non-Binary,Tablet,,News,Unknown,1
2297,User2297,57.0,Male,Tablet,,Education,Unknown,1
4015,User4015,44.0,Male,Tablet,Side,,Unknown,1
5329,User5329,54.0,Male,Tablet,,Education,Evening,1
2982,User2982,63.0,Female,Desktop,,,Afternoon,0
1704,User1704,61.0,Female,Tablet,Bottom,,Evening,1
6886,User6886,43.0,Male,Mobile,Bottom,,Evening,1
1273,User1273,27.0,Non-Binary,Mobile,Bottom,,Morning,1
4863,User4863,47.0,Non-Binary,Mobile,,,Unknown,0
6610,User6610,40.0,Non-Binary,Tablet,Side,News,Morning,0
1450,User1450,44.0,Non-Binary,Desktop,,Entertainment,Afternoon,0
994,User994,57.0,Non-Binary,Tablet,Bottom,,Afternoon,0
2156,User2156,46.0,Female,Tablet,,,Unknown,1
1197,User1197,62.0,Male,Mobile,Top,Social Media,Unknown,1
7670,User7670,54.0,Female,Tablet,Top,Education,Night,1
5881,User5881,26.0,Non-Binary,Tablet,Top,,Morning,1
1370,User1370,52.0,Female,Desktop,Bottom,,Unknown,1
188,User188,56.0,Female,Tablet,Bottom,,Morning,1
4790,User4790,36.0,Non-Binary,Desktop,Bottom,Shopping,Night,0
487,User487,28.0,Male,Mobile,Side,,Afternoon,1
3335,User3335,24.0,Male,Mobile,,Entertainment,Night,1
5611,User5611,32.0,Female,Desktop,Side,News,Afternoon,0
6891,User6891,48.0,Non-Binary,Mobile,Top,News,Morning,0
9842,User9842,43.0,Non-Binary,Mobile,Top,Shopping,Afternoon,1
4890,User4890,43.0,Male,Tablet,Bottom,Education,Afternoon,1
3134,User3134,35.0,Male,Tablet,Bottom,Education,Unknown,0
783,User783,56.0,Female,Desktop,Bottom,,Night,0
1170,User1170,26.0,Male,Desktop,Bottom,,Afternoon,0
6287,User6287,40.0,Female,Tablet,,,Morning,1
5418,User5418,34.0,Male,Mobile,Top,Entertainment,Unknown,1
6667,User6667,57.0,Female,Tablet,,Social Media,Unknown,0
4673,User4673,33.0,Female,Mobile,,News,Evening,0
9234,User9234,20.0,Male,Desktop,,,Morning,1
2992,User2992,42.0,Male,Tablet,Top,Education,Night,0
18,User18,32.0,Female,Mobile,Side,Shopping,Evening,0
9888,User9888,49.0,Male,Mobile,Top,News,Morning,1
8544,User8544,41.0,Male,Mobile,Bottom,Entertainment,Unknown,0
8487,User8487,64.0,Female,Desktop,Bottom,,Morning,0
6992,User6992,30.0,Female,Tablet,Side,News,Morning,0
8726,User8726,62.0,Female,Desktop,Side,Education,Morning,1
173,User173,29.0,Male,Mobile,Side,,Morning,0
9846,User9846,27.0,Female,Tablet,Top,Shopping,Night,0
9303,User9303,49.0,Non-Binary,Tablet,Side,,Evening,0
4663,User4663,50.0,Male,Tablet,Bottom,Entertainment,Morning,0
6620,User6620,52.0,Female,Tablet,Top,Education,Unknown,1
3948,User3948,21.0,Female,Mobile,Bottom,Entertainment,Evening,0
3144,User3144,24.0,Male,Desktop,Side,Shopping,Unknown,1
6143,User6143,29.0,Non-Binary,Mobile,Bottom,,Unknown,1
6660,User6660,42.0,Non-Binary,Desktop,Side,,Morning,0
4029,User4029,21.0,Female,Desktop,Side,,Unknown,1
8253,User8253,57.0,Non-Binary,Desktop,Bottom,Entertainment,Night,1
7537,User7537,26.0,Male,Desktop,,,Afternoon,0
7941,User7941,41.0,Female,Desktop,Bottom,,Unknown,1
3245,User3245,40.0,Male,Desktop,Side,Shopping,Unknown,1
2913,User2913,57.0,Non-Binary,Mobile,Side,Social Media,Evening,1
38,User38,35.0,Non-Binary,Tablet,,Entertainment,Morning,0
5527,User5527,23.0,Non-Binary,Desktop,Top,,Evening,0
8174,User8174,20.0,Female,Mobile,Bottom,,Afternoon,1
4742,User4742,31.0,Male,Desktop,,,Night,1
5980,User5980,40.0,Female,Desktop,,,Morning,1
6467,User6467,30.0,Non-Binary,Desktop,Side,,Morning,1
9910,User9910,53.0,Male,Mobile,Bottom,,Night,0
3323,User3323,48.0,Female,Tablet,,,Afternoon,1
6018,User6018,64.0,Female,Mobile,Top,Entertainment,Afternoon,0
6416,User6416,34.0,Male,Mobile,Bottom,News,Unknown,0
8940,User8940,52.0,Male,Desktop,,,Night,0
9090,User9090,41.0,Male,Desktop,Side,,Unknown,1
4154,User4154,43.0,Female,Tablet,,,Morning,0
6886,User6886,43.0,Male,Mobile,Bottom,,Evening,1
1096,User1096,44.0,Non-Binary,Tablet,,,Evening,0
1253,User1253,36.0,Female,Desktop,Bottom,,Morning,1
4938,User4938,28.0,Male,Desktop,Side,Social Media,Evening,1
7688,User7688,57.0,Male,Mobile,,News,Evening,1
2727,User2727,34.0,Non-Binary,Mobile,Bottom,,Afternoon,1
316,User316,42.0,Non-Binary,Desktop,Top,Social Media,Night,1
4361,User4361,29.0,Male,Tablet,Side,Education,Afternoon,1
2207,User2207,19.0,Male,Mobile,,,Unknown,0
3299,User3299,44.0,Non-Binary,Tablet,Side,News,Evening,1
4503,User4503,52.0,Female,Desktop,Side,Education,Morning,0
4938,User4938,28.0,Male,Desktop,Side,Social Media,Evening,1
1770,User1770,51.0,Female,Mobile,Top,News,Evening,0
2096,User2096,48.0,Non-Binary,Desktop,Top,,Unknown,1
911,User911,32.0,Non-Binary,Desktop,Top,Entertainment,Night,1
6487,User6487,19.0,Male,Tablet,,,Morning,1
4390,User4390,64.0,Female,Tablet,Bottom,,Evening,0
7110,User7110,44.0,Non-Binary,Desktop,,Social Media,Unknown,0
7138,User7138,26.0,Male,Tablet,,,Unknown,1
6248,User6248,48.0,Female,Mobile,,,Evening,1
7629,User7629,52.0,Female,Mobile,,Education,Morning,0
4181,User4181,59.0,Female,Tablet,Bottom,Entertainment,Morning,0
5066,User5066,46.0,Non-Binary,Mobile,Side,,Morning,1
3467,User3467,37.0,Female,Tablet,Bottom,Entertainment,Unknown,0
5804,User5804,27.0,Female,Desktop,Top,News,Night,0
7674,User7674,43.0,Female,Tablet,Bottom,News,Afternoon,1
6629,User6629,64.0,Male,Tablet,Side,Entertainment,Unknown,0
2400,User2400,39.0,Non-Binary,Tablet,Top,News,Evening,0
2602,User2602,61.0,Female,Desktop,Side,,Afternoon,1
7542,User7542,42.0,Non-Binary,Tablet,Bottom,Social Media,Evening,0
1975,User1975,30.0,Female,Mobile,Top,Social Media,Unknown,1
400,User400,52.0,Non-Binary,Tablet,Side,,Evening,1
6254,User6254,58.0,Male,Desktop,Bottom,Education,Unknown,0
2637,User2637,20.0,Non-Binary,Mobile,Top,Education,Night,0
2309,User2309,22.0,Male,Tablet,,Entertainment,Night,1
9516,User9516,28.0,Female,Desktop,Top,,Morning,1
5418,User5418,34.0,Male,Mobile,Top,Entertainment,Unknown,1
1935,User1935,30.0,Female,Desktop,Bottom,Entertainment,Afternoon,1
6161,User6161,61.0,Female,Tablet,Bottom,,Afternoon,1
5110,User5110,44.0,Female,Tablet,Top,Shopping,Unknown,1
659,User659,46.0,Male,Desktop,,,Morning,0
5631,User5631,64.0,Male,Mobile,,Education,Night,0
6886,User6886,43.0,Male,Mobile,Bottom,,Evening,1
9842,User9842,43.0,Non-Binary,Mobile,Top,Shopping,Afternoon,1
7973,User7973,28.0,Female,Mobile,Bottom,Shopping,Morning,1
6886,User6886,43.0,Male,Mobile,Bottom,,Evening,1
8726,User8726,62.0,Female,Desktop,Side,Education,Morning,1
3339,User3339,43.0,Male,Desktop,Bottom,Shopping,Evening,0
400,User400,52.0,Non-Binary,Tablet,,,Evening,1
4274,User4274,32.0,Female,Desktop,Top,,Morning,0
7422,User7422,20.0,Female,Desktop,Top,,Evening,1
6700,User6700,32.0,Female,Mobile,Side,Entertainment,Night,0
7099,User7099,22.0,Female,Mobile,,,Unknown,1
373,User373,34.0,Female,Mobile,,Education,Unknown,1
3801,User3801,26.0,Non-Binary,Desktop,Side,,Evening,1
9516,User9516,28.0,Female,Desktop,Top,,Unknown,1
2156,User2156,46.0,Female,Tablet,Side,,Afternoon,1
1284,User1284,42.0,Female,Tablet,Top,,Afternoon,0
2934,User2934,26.0,Non-Binary,Desktop,Top,Entertainment,Afternoon,1
1144,User1144,53.0,Female,Desktop,Bottom,,Evening,0
8726,User8726,62.0,Female,Desktop,Side,Education,Morning,1
277,User277,59.0,Male,Desktop,Top,Entertainment,Afternoon,1
4620,User4620,43.0,Non-Binary,Mobile,,Entertainment,Night,1
1873,User1873,41.0,Non-Binary,Tablet,,Entertainment,Night,0
5756,User5756,51.0,Non-Binary,Tablet,Top,Shopping,Afternoon,1
7036,User7036,28.0,Non-Binary,Desktop,Side,,Night,0
7198,User7198,42.0,Male,Tablet,Bottom,Shopping,Afternoon,0
2248,User2248,34.0,Male,Desktop,Bottom,,Afternoon,0
58,User58,36.0,Female,Mobile,Top,Shopping,Morning,1
9807,User9807,35.0,Non-Binary,Tablet,Bottom,Education,Night,1
256,User256,52.0,Female,Desktop,Side,,Night,0
1973,User1973,37.0,Female,Mobile,,Social Media,Morning,0
2115,User2115,40.0,Non-Binary,Mobile,Side,,Night,0
8082,User8082,34.0,Non-Binary,Tablet,Side,News,Evening,0
5766,User5766,63.0,Male,Desktop,Side,Social Media,Evening,1
9888,User9888,49.0,Male,Mobile,Top,News,Morning,1
2402,User2402,27.0,Female,Mobile,Top,,Morning,0
2876,User2876,23.0,Non-Binary,Tablet,Top,Education,Morning,1
5219,User5219,39.0,Non-Binary,Desktop,Top,News,Unknown,0
4361,User4361,29.0,Male,Tablet,Side,,Unknown,1
177,User177,37.0,Non-Binary,Tablet,,,Night,0
2542,User2542,58.0,Non-Binary,Mobile,,Entertainment,Evening,1
5032,User5032,49.0,Male,Mobile,Bottom,,Evening,0
1656,User1656,18.0,Male,Mobile,Side,,Evening,0
7210,User7210,45.0,Female,Tablet,Side,,Unknown,0
6811,User6811,24.0,Male,Mobile,Bottom,Education,Evening,1
4871,User4871,58.0,Female,Desktop,Side,,Unknown,1
2142,User2142,34.0,Non-Binary,Desktop,Top,Shopping,Afternoon,1
5912,User5912,41.0,Non-Binary,Mobile,Side,Education,Night,1
8726,User8726,62.0,Female,Desktop,Side,Education,Morning,1
7047,User7047,21.0,Female,Desktop,Side,,Morning,0
1503,User1503,19.0,Female,Tablet,Side,,Afternoon,1
4015,User4015,44.0,Male,Tablet,Side,,Evening,1
8147,User8147,32.0,Female,Desktop,Top,,Night,1
5890,User5890,56.0,Female,Mobile,Bottom,News,Night,1
4707,User4707,21.0,Non-Binary,Desktop,,,Evening,1
8726,User8726,62.0,Female,Desktop,Side,Education,Morning,1
2784,User2784,41.0,Female,Tablet,Top,,Morning,0
5066,User5066,46.0,Non-Binary,Mobile,Side,,Unknown,1
1503,User1503,19.0,Female,Tablet,,,Unknown,1
6247,User6247,27.0,Female,Mobile,Top,News,Night,0
5338,User5338,51.0,Male,Mobile,,Social Media,Unknown,1
3641,User3641,33.0,Female,Tablet,Top,,Night,1
8937,User8937,57.0,Male,Tablet,Side,,Unknown,1
7366,User7366,62.0,Female,Mobile,Top,,Unknown,0
6740,User6740,58.0,Non-Binary,Desktop,Side,News,Night,0
4334,User4334,39.0,Female,Desktop,,Social Media,Evening,0
8115,User8115,20.0,Female,Mobile,Top,Social Media,Unknown,1
4477,User4477,18.0,Female,Mobile,Top,Entertainment,Unknown,0
1969,User1969,46.0,Non-Binary,Mobile,Bottom,,Night,1
188,User188,56.0,Female,Tablet,Bottom,,Unknown,1
5198,User5198,47.0,Male,Desktop,Bottom,,Night,1
8146,User8146,52.0,Non-Binary,Desktop,Side,Education,Afternoon,0
3062,User3062,34.0,Male,Desktop,Bottom,Entertainment,Evening,1
4756,User4756,59.0,Non-Binary,Mobile,Bottom,,Unknown,1
966,User966,54.0,Male,Desktop,Bottom,,Night,1
1721,User1721,34.0,Non-Binary,Mobile,,Social Media,Afternoon,1
7086,User7086,30.0,Non-Binary,Mobile,Top,,Morning,1
6409,User6409,52.0,Male,Desktop,,,Night,1
7584,User7584,31.0,Female,Mobile,Side,,Unknown,0
5607,User5607,50.0,Non-Binary,Tablet,Top,Education,Morning,0
3808,User3808,24.0,Female,Mobile,Side,Social Media,Morning,0
4361,User4361,29.0,Male,Tablet,Side,Education,Unknown,1
9516,User9516,28.0,Female,Desktop,Top,,Morning,1
1704,User1704,61.0,Female,Tablet,Bottom,Shopping,Unknown,1
9197,User9197,63.0,Non-Binary,Desktop,Side,,Night,0
7099,User7099,22.0,Female,Mobile,Top,,Evening,1
6086,User6086,24.0,Male,Desktop,Bottom,,Unknown,1
1704,User1704,61.0,Female,Tablet,Bottom,Shopping,Evening,1
3724,User3724,62.0,Female,Mobile,Top,,Evening,0
1969,User1969,46.0,Non-Binary,Mobile,Bottom,,Night,1
6129,User6129,36.0,Male,Tablet,Bottom,Shopping,Evening,1
509,User509,59.0,Non-Binary,Desktop,Side,Shopping,Afternoon,0
8764,User8764,38.0,Male,Desktop,,Shopping,Morning,0
1762,User1762,41.0,Male,Desktop,Side,,Afternoon,1
5329,User5329,54.0,Male,Tablet,Side,,Evening,1
6161,User6161,61.0,Female,Tablet,Bottom,,Afternoon,1
6467,User6467,30.0,Non-Binary,Desktop,Side,,Morning,1
5776,User5776,59.0,Non-Binary,Mobile,Top,News,Night,0
5531,User5531,34.0,Male,Desktop,Top,News,Night,1
7086,User7086,30.0,Non-Binary,Mobile,Top,,Morning,1
4177,User4177,43.0,Female,Mobile,Bottom,,Evening,0
1902,User1902,40.0,Male,Mobile,,,Unknown,0
8561,User8561,52.0,Male,Mobile,Bottom,,Evening,1
3336,User3336,26.0,Non-Binary,Desktop,Bottom,,Morning,1
6193,User6193,29.0,Female,Desktop,Bottom,Shopping,Afternoon,1
6086,User6086,24.0,Male,Desktop,Bottom,,Unknown,1
4620,User4620,43.0,Non-Binary,Mobile,,Entertainment,Night,1
2957,User2957,29.0,Male,Mobile,Bottom,Entertainment,Afternoon,0
6242,User6242,53.0,Male,Tablet,,,Morning,0
9072,User9072,49.0,Female,Tablet,Bottom,,Evening,0
701,User701,54.0,Male,Desktop,Side,Entertainment,Afternoon,0
9813,User9813,59.0,Female,Desktop,,Shopping,Morning,0
8947,User8947,22.0,Male,Desktop,Bottom,Entertainment,Night,1
1261,User1261,46.0,Non-Binary,Mobile,Top,,Evening,0
9230,User9230,38.0,Non-Binary,Tablet,Bottom,,Morning,0
4756,User4756,59.0,Non-Binary,Mobile,Bottom,,Evening,1
1285,User1285,57.0,Male,Tablet,Bottom,Social Media,Evening,0
1529,User1529,20.0,Female,Mobile,Top,Entertainment,Unknown,1
1969,User1969,46.0,Non-Binary,Mobile,Bottom,,Night,1
2205,User2205,61.0,Male,Tablet,Side,,Morning,0
3333,User3333,30.0,Male,Tablet,Top,,Evening,1
8361,User8361,41.0,Female,Mobile,Side,News,Afternoon,1
5005,User5005,49.0,Male,Desktop,Top,Shopping,Unknown,1
8373,User8373,29.0,Male,Desktop,Side,Shopping,Afternoon,1
3430,User3430,61.0,Male,Desktop,,,Morning,1
3430,User3430,61.0,Male,Desktop,Side,Social Media,Morning,1
2096,User2096,48.0,Non-Binary,Desktop,,,Night,1
6129,User6129,36.0,Male,Tablet,Bottom,,Evening,1
6487,User6487,19.0,Male,Tablet,Side,,Morning,1
6576,User6576,62.0,Female,Desktop,,,Unknown,1
6251,User6251,44.0,Non-Binary,Mobile,Side,Shopping,Unknown,1
5881,User5881,26.0,Non-Binary,Tablet,Top,,Morning,1
6573,User6573,55.0,Non-Binary,Desktop,Side,,Unknown,1
2098,User2098,58.0,Male,Tablet,Top,Social Media,Night,0
9898,User9898,48.0,Male,Tablet,Bottom,Entertainment,Evening,0
3846,User3846,38.0,Non-Binary,Tablet,Bottom,Entertainment,Night,1
1910,User1910,63.0,Male,Desktop,Side,Social Media,Unknown,1
5082,User5082,44.0,Female,Mobile,,,Afternoon,1
5881,User5881,26.0,Non-Binary,Tablet,Top,,Morning,1
4225,User4225,44.0,Non-Binary,Mobile,Side,,Night,0
1729,User1729,26.0,Female,Mobile,Top,,Afternoon,1
3139,User3139,62.0,Female,Mobile,Top,Shopping,Afternoon,0
9090,User9090,41.0,Male,Desktop,Side,,Unknown,1
4707,User4707,21.0,Non-Binary,Desktop,Top,,Evening,1
2495,User2495,41.0,Female,Tablet,Bottom,,Evening,0
8097,User8097,30.0,Non-Binary,Tablet,Side,Social Media,Unknown,1
5420,User5420,39.0,Male,Mobile,Bottom,Education,Morning,1
847,User847,23.0,Male,Mobile,Top,,Afternoon,0
4756,User4756,59.0,Non-Binary,Mobile,Bottom,Education,Evening,1
4524,User4524,23.0,Male,Tablet,Top,,Night,0
7688,User7688,57.0,Male,Mobile,Top,News,Evening,1
7674,User7674,43.0,Female,Tablet,Bottom,News,Afternoon,1
6811,User6811,24.0,Male,Mobile,Bottom,Education,Unknown,1
2173,User2173,52.0,Male,Mobile,Bottom,Shopping,Night,1
5989,User5989,28.0,Non-Binary,Tablet,,,Afternoon,0
6765,User6765,46.0,Female,Tablet,Side,Entertainment,Morning,1
5198,User5198,47.0,Male,Desktop,Bottom,Education,Night,1
1935,User1935,30.0,Female,Desktop,Bottom,Entertainment,Afternoon,1
1910,User1910,63.0,Male,Desktop,Side,Social Media,Unknown,1
7626,User7626,30.0,Non-Binary,Mobile,Side,Social Media,Night,0
7688,User7688,57.0,Male,Mobile,,News,Evening,1
5796,User5796,46.0,Non-Binary,Mobile,Bottom,News,Afternoon,1
6669,User6669,38.0,Female,Mobile,Side,News,Night,1
6143,User6143,29.0,Non-Binary,Mobile,Bottom,,Afternoon,1
1729,User1729,26.0,Female,Mobile,Top,,Afternoon,1
1729,User1729,26.0,Female,Mobile,,,Afternoon,1
2156,User2156,46.0,Female,Tablet,Side,,Afternoon,1
2747,User2747,29.0,Male,Desktop,Bottom,,Night,0
3333,User3333,30.0,Male,Tablet,Top,,Evening,1
6831,User6831,64.0,Female,Mobile,Top,,Afternoon,0
6886,User6886,43.0,Male,Mobile,Bottom,,Evening,1
2803,User2803,56.0,Female,Tablet,Side,Social Media,Night,0
724,User724,64.0,Non-Binary,Desktop,,Shopping,Morning,0
9766,User9766,31.0,Male,Desktop,Bottom,Shopping,Evening,1
6959,User6959,39.0,Male,Desktop,Top,,Evening,1
7475,User7475,53.0,Female,Tablet,Bottom,Entertainment,Afternoon,1
5844,User5844,43.0,Male,Desktop,,,Evening,0
8726,User8726,62.0,Female,Desktop,Side,,Morning,1
9769,User9769,28.0,Non-Binary,Mobile,Bottom,,Afternoon,0
4230,User4230,35.0,Female,Tablet,,,Evening,1
9220,User9220,21.0,Female,Mobile,Side,Social Media,Night,1
8097,User8097,30.0,Non-Binary,Tablet,Side,,Evening,1
6989,User6989,28.0,Male,Mobile,Bottom,Shopping,Unknown,1
673,User673,33.0,Female,Mobile,Side,,Morning,0
5796,User5796,46.0,Non-Binary,Mobile,Bottom,,Afternoon,1
4015,User4015,44.0,Male,Tablet,Side,,Evening,1
3236,User3236,56.0,Female,Mobile,Bottom,Education,Morning,1
1997,User1997,63.0,Non-Binary,Tablet,Side,Education,Evening,0
1253,User1253,36.0,Female,Desktop,,,Morning,1
7129,User7129,56.0,Male,Tablet,,,Night,0
966,User966,54.0,Male,Desktop,,,Unknown,1
9597,User9597,32.0,Female,Mobile,Side,,Afternoon,0
400,User400,52.0,Non-Binary,Tablet,Side,,Evening,1
3209,User3209,63.0,Male,Mobile,Side,,Night,0
6167,User6167,20.0,Male,Mobile,,Shopping,Unknown,1
639,User639,53.0,Male,Tablet,Top,,Unknown,0
2142,User2142,34.0,Non-Binary,Desktop,Top,Shopping,Afternoon,1
5619,User5619,21.0,Non-Binary,Tablet,Bottom,Education,Unknown,0
1585,User1585,24.0,Non-Binary,Mobile,,,Night,0
8361,User8361,41.0,Female,Mobile,,News,Afternoon,1
4446,User4446,45.0,Male,Tablet,Bottom,Social Media,Night,0
389,User389,31.0,Non-Binary,Tablet,Top,Social Media,Afternoon,1
9947,User9947,57.0,Female,Mobile,Top,Social Media,Unknown,0
5110,User5110,44.0,Female,Tablet,Top,Shopping,Morning,1
7311,User7311,18.0,Female,Desktop,Bottom,News,Night,0
9220,User9220,21.0,Female,Mobile,Side,Social Media,Night,1
697,User697,42.0,Non-Binary,Mobile,,Shopping,Afternoon,0
2602,User2602,61.0,Female,Desktop,Side,Shopping,Afternoon,1
9234,User9234,20.0,Male,Desktop,,,Unknown,1
7806,User7806,60.0,Non-Binary,Tablet,Bottom,,Unknown,0
392,User392,26.0,Male,Mobile,Top,Entertainment,Evening,0
1951,User1951,42.0,Non-Binary,Tablet,Top,Education,Unknown,0
3430,User3430,61.0,Male,Desktop,Side,Social Media,Morning,1
3124,User3124,49.0,Female,Desktop,Side,News,Evening,0
7422,User7422,20.0,Female,Desktop,Top,,Evening,1
1214,User1214,26.0,Female,Mobile,,News,Evening,1
7458,User7458,59.0,Male,Desktop,,Social Media,Night,0
9274,User9274,35.0,Male,Mobile,,,Night,0
388,User388,52.0,Female,Tablet,Side,,Morning,0
2239,User2239,25.0,Female,Tablet,,Education,Morning,1
5574,User5574,52.0,Female,Desktop,Bottom,Shopping,Afternoon,1
7688,User7688,57.0,Male,Mobile,Top,News,Evening,1
6669,User6669,38.0,Female,Mobile,Side,News,Night,1
8511,User8511,29.0,Female,Desktop,Side,News,Evening,0
2716,User2716,26.0,Female,Desktop,Bottom,,Unknown,0
